sample,measured_angle,simple_narx_simulation,advanced_gru_simulation,advanced_lstm_simulation
1138,-0.5497787143782138,-0.6062957048416138,-0.49589160084724426,-0.5320876836776733
1139,-0.5717698629533423,-0.5589926242828369,-0.5368596315383911,-0.5731115341186523
1140,-0.5560618996853934,-0.48359426856040955,-0.540186882019043,-0.5728694200515747
1141,-0.49637163926718736,-0.37776291370391846,-0.5000647306442261,-0.5274263620376587
1142,-0.3895574890451343,-0.24042144417762756,-0.4128495752811432,-0.43321508169174194
1143,-0.24190263432641407,-0.07284484803676605,-0.2773453891277313,-0.2895536422729492
1144,-0.05026548245743669,0.12004967033863068,-0.0971938818693161,-0.10071675479412079
1145,0.16650441064025903,0.3282819390296936,0.11709313094615936,0.12201602756977081
1146,0.39269908169872414,0.5361292362213135,0.3486866354942322,0.3593343496322632
1147,0.6188937527571892,0.7235946655273438,0.5763775110244751,0.5877945423126221
1148,0.8105309046261666,0.8703763484954834,0.7766058444976807,0.7894419431686401
1149,0.9519025740377073,0.9602694511413574,0.9275596141815186,0.9437944889068604
1150,1.0273007977238624,0.9830925464630127,1.0125545263290405,1.0297671556472778
1151,1.0273007977238624,0.9337488412857056,1.0191394090652466,1.039894461631775
1152,0.9456193887305278,0.8107506036758423,0.9429733753204346,0.9664421081542969
1153,0.7791149780902686,0.6162362098693848,0.7813928127288818,0.807302713394165
1154,0.5309291584566751,0.3577311933040619,0.5414233207702637,0.5688018798828125
1155,0.2261946710584651,0.05114226043224335,0.23986560106277466,0.2649315595626831
1156,-0.11623892818282235,-0.27657338976860046,-0.09869061410427094,-0.08049677312374115
1157,-0.4586725274241098,-0.5890523195266724,-0.44330236315727234,-0.43367186188697815
1158,-0.7822565707438585,-0.8495091199874878,-0.7612733840942383,-0.7622693777084351
1159,-1.046150353645401,-1.032207727432251,-1.0270296335220337,-1.0395269393920898
1160,-1.2440706908215582,-1.1265063285827637,-1.2253150939941406,-1.2429031133651733
1161,-1.3603096190043804,-1.1318172216415405,-1.3448632955551147,-1.3687551021575928
1162,-1.3917255455402784,-1.051665186882019,-1.3792239427566528,-1.4082627296447754
1163,-1.338318470429252,-0.8925919532775879,-1.3287392854690552,-1.3593571186065674
1164,-1.1969468010177111,-0.6656204462051392,-1.1934174299240112,-1.224640130996704
1165,-0.9801769079200154,-0.38699251413345337,-0.9768482446670532,-1.0078777074813843
1166,-0.6880087911361648,-0.07843107730150223,-0.6902532577514648,-0.7205500602722168
1167,-0.35499996985564664,0.23370592296123505,-0.3529057502746582,-0.38231363892555237
1168,0.012566370614359173,0.5218510627746582,0.009780922904610634,-0.018439285457134247
1169,0.3738495257771854,0.7625826597213745,0.3711608648300171,0.34537050127983093
1170,0.7099999397112933,0.9410374164581299,0.7052309513092041,0.6839576959609985
1171,1.002168056495144,1.0518953800201416,0.9894042015075684,0.9768435955047607
1172,1.2346459128607887,1.0973795652389526,1.2180161476135254,1.2163738012313843
1173,1.413716694115407,1.0847549438476562,1.3897981643676758,1.3972110748291016
1174,1.5393804002589986,1.025030255317688,1.5079386234283447,1.5227643251419067
1175,1.6210618092523332,0.9320118427276611,1.5793094635009766,1.6022858619689941
1176,1.6619025137490004,0.8201559782028198,1.611884593963623,1.6418893337249756
1177,1.66818569905618,0.7018100023269653,1.611639380455017,1.6449440717697144
1178,1.6336281798666923,0.5856209993362427,1.5787097215652466,1.6116111278533936
1179,1.564513141487717,0.47647330164909363,1.5079201459884644,1.53867506980896
1180,1.4514158059584845,0.37596485018730164,1.3918163776397705,1.4203953742980957
1181,1.291194580625405,0.28285032510757446,1.2238188982009888,1.250569224357605
1182,1.0744246875277093,0.1937481015920639,1.0003262758255005,1.0248829126358032
1183,0.7948229413582177,0.10431941598653793,0.721759557723999,0.7433903217315674
1184,0.4649557127312894,0.010550044476985931,0.3936980068683624,0.41254866123199463
1185,0.10367255756846318,-0.09005266427993774,0.030819376930594444,0.04679955169558525
1186,-0.2827433388230814,-0.19730783998966217,-0.34208035469055176,-0.32888224720954895
1187,-0.6408849013323178,-0.30753323435783386,-0.6965345144271851,-0.685318112373352
1188,-0.9738937226128359,-0.4135752022266388,-1.0086547136306763,-1.0051299333572388
1189,-1.2503538761287378,-0.5059952735900879,-1.264846920967102,-1.2723596096038818
1190,-1.4639821765728436,-0.5750669240951538,-1.4582874774932861,-1.4716708660125732
1191,-1.6022122533307945,-0.6127028465270996,-1.5826964378356934,-1.602463722229004
1192,-1.6650441064025905,-0.6136099100112915,-1.633094310760498,-1.6550993919372559
1193,-1.655619328441821,-0.5756930112838745,-1.6086105108261108,-1.6307960748672485
1194,-1.5707963267948966,-0.5001397132873535,-1.5073683261871338,-1.5312305688858032
1195,-1.4042919161546374,-0.3914836645126343,-1.3287782669067383,-1.3557668924331665
1196,-1.1655308744818134,-0.2576887309551239,-1.0774195194244385,-1.1068730354309082
1197,-0.8702211650443727,-0.11003491282463074,-0.7641628980636597,-0.7934406995773315
1198,-0.5120796025351363,0.03767862543463707,-0.40709835290908813,-0.43384891748428345
1199,-0.1445132620651305,0.17094555497169495,-0.03347240388393402,-0.05914192646741867
1200,0.21991148575128552,0.276888906955719,0.32059285044670105,0.293859601020813
1201,0.5372123437638546,0.3460580110549927,0.6212550401687622,0.5987454652786255
1202,0.7822565707438585,0.37313127517700195,0.8477243185043335,0.8329354524612427
1203,0.9519025740377073,0.35685691237449646,0.9881006479263306,0.9786587953567505
1204,1.0241592050702726,0.29982444643974304,1.0343269109725952,1.0339878797531128
1205,1.0115928344559133,0.20826460421085358,0.9910064935684204,0.9995802640914917
1206,0.9142034621946298,0.09163475036621094,0.8661036491394043,0.8812706470489502
1207,0.7414158662471911,-0.03831378370523453,0.671932578086853,0.6916865110397339
1208,0.515221195188726,-0.16897909343242645,0.4271419048309326,0.4485909640789032
1209,0.24818581963359368,-0.28850582242012024,0.1539732664823532,0.17435966432094574
1210,-0.02199114857512855,-0.38710078597068787,-0.12294131517410278,-0.10578230023384094
1211,-0.2827433388230814,-0.4578248858451843,-0.3790923058986664,-0.36770206689834595
1212,-0.515221195188726,-0.4968496263027191,-0.5942071676254272,-0.5901200771331787
1213,-0.6942919764433443,-0.5032892227172852,-0.7545644044876099,-0.7566457986831665
1214,-0.8136724972797564,-0.47874370217323303,-0.852707028388977,-0.8603779077529907
1215,-0.8702211650443727,-0.4266640841960907,-0.8863468170166016,-0.8993457555770874
1216,-0.8670795723907829,-0.3516213595867157,-0.8576363325119019,-0.873741626739502
1217,-0.8011061266653973,-0.2586021423339844,-0.771049976348877,-0.7879613637924194
1218,-0.6785840131753953,-0.15251661837100983,-0.6316959857940674,-0.6481047868728638
1219,-0.5089380098815465,-0.03803589940071106,-0.44715699553489685,-0.46229299902915955
1220,-0.2984513020910304,0.08031435310840607,-0.22924688458442688,-0.24240976572036743
1221,-0.07225663103256524,0.19800028204917908,0.006934819743037224,-0.0031920112669467926
1222,0.16964600329384882,0.3103783428668976,0.24532340466976166,0.2387472689151764
1223,0.3989822670059037,0.41264110803604126,0.46864914894104004,0.4647868871688843
1224,0.6000441968356505,0.49981942772865295,0.6607455015182495,0.660507082939148
1225,0.7634070148223198,0.5668957233428955,0.8107504844665527,0.8146548271179199
1226,0.8765043503515523,0.6090419292449951,0.9083973169326782,0.9143242835998535
1227,0.9330530181161686,0.6219357252120972,0.9457932710647583,0.9545665979385376
1228,0.9267698328089891,0.60211181640625,0.9207675457000732,0.9337973594665527
1229,0.8607963870836034,0.5473380088806152,0.8351634740829468,0.8509726524353027
1230,0.7319910882864218,0.45702865719795227,0.6899908781051636,0.7079117298126221
1231,0.5434955290710342,0.3327217102050781,0.4914085268974304,0.5106704235076904
1232,0.3141592653589793,0.1786603182554245,0.2517033815383911,0.27027976512908936
1233,0.053407075111026485,0.0024273842573165894,-0.01210201159119606,0.0031545404344797134
1234,-0.21048670779051615,-0.18466080725193024,-0.2794893682003021,-0.26940658688545227
1235,-0.47123889803846897,-0.36797282099723816,-0.5287127494812012,-0.5244278907775879
1236,-0.6942919764433443,-0.5312705039978027,-0.7402913570404053,-0.7410780191421509
1237,-0.8639379797371931,-0.6594191789627075,-0.8987315893173218,-0.9025882482528687
1238,-0.9676105373056563,-0.7408398389816284,-0.992416262626648,-0.9992601871490479
1239,-1.0053096491487339,-0.7684822082519531,-1.013607382774353,-1.024117350578308
1240,-0.9676105373056563,-0.7393598556518555,-0.9610267877578735,-0.9730676412582397
1241,-0.8545132017764238,-0.6537632942199707,-0.8359923362731934,-0.8487412929534912
1242,-0.6785840131753953,-0.5150526762008667,-0.6421705484390259,-0.6561836004257202
1243,-0.43353978619539146,-0.3301061689853668,-0.3905281126499176,-0.4063623249530792
1244,-0.15079644737231007,-0.10999748110771179,-0.1003885567188263,-0.11695927381515503
1245,0.14765485471872028,0.12967658042907715,0.20417870581150055,0.18918554484844208
1246,0.44610615680975063,0.36954620480537415,0.4990176260471344,0.4855843186378479
1247,0.7068583470577035,0.5888919830322266,0.7605054378509521,0.747861385345459
1248,0.9236282401553992,0.7693681716918945,0.9685865640640259,0.9609675407409668
1249,1.080707872834889,0.8983135223388672,1.1147531270980835,1.1111971139907837
1250,1.1718140597889928,0.969871997833252,1.1939979791641235,1.1940357685089111
1251,1.1938052083641215,0.9839268922805786,1.2052370309829712,1.2110933065414429
1252,1.152964503867454,0.9444661140441895,1.1538673639297485,1.1646419763565063
1253,1.049291946298991,0.8586071729660034,1.0451732873916626,1.0598727464675903
1254,0.9016370915802706,0.7360782623291016,0.8874942064285278,0.905042290687561
1255,0.713141532364883,0.588398814201355,0.6928374767303467,0.7117043733596802
1256,0.49637163926718736,0.4276430308818817,0.47564980387687683,0.49402856826782227
1257,0.27646015351590175,0.26521098613739014,0.2518756687641144,0.2675021290779114
1258,0.06597344572538566,0.11088985949754715,0.03765467554330826,0.048282183706760406
1259,-0.1288052987971815,-0.027812082320451736,-0.152391254901886,-0.14775286614894867
1260,-0.28588493147667116,-0.14605911076068878,-0.30696406960487366,-0.30831462144851685
1261,-0.40212385965949354,-0.2417316734790802,-0.41948220133781433,-0.4268631041049957
1262,-0.47752208334564855,-0.31515127420425415,-0.48870179057121277,-0.5014117956161499
1263,-0.515221195188726,-0.36860063672065735,-0.5184707641601562,-0.5342260599136353
1264,-0.5183627878423158,-0.40566781163215637,-0.516273021697998,-0.5329241752624512
1265,-0.4995132319207771,-0.4304054081439972,-0.4911356270313263,-0.5069247484207153
1266,-0.4618141200776996,-0.44643640518188477,-0.4519173204898834,-0.4648655951023102
1267,-0.4178318229274425,-0.456266313791275,-0.406314492225647,-0.41461989283561707
1268,-0.37070793312359557,-0.46096882224082947,-0.3603470027446747,-0.3630022704601288
1269,-0.32672563597333854,-0.4602307379245758,-0.31808343529701233,-0.31475594639778137
1270,-0.28588493147667116,-0.45265188813209534,-0.2815537452697754,-0.27210667729377747
1271,-0.25132741228718347,-0.4362070560455322,-0.2508314251899719,-0.235787034034729
1272,-0.21991148575128552,-0.40877941250801086,-0.22446653246879578,-0.2050928920507431
1273,-0.1916371518689774,-0.36866867542266846,-0.20019790530204773,-0.177995502948761
1274,-0.16650441064025903,-0.31499478220939636,-0.17554081976413727,-0.15211383998394012
1275,-0.13823007675795088,-0.24797144532203674,-0.14831331372261047,-0.12532266974449158
1276,-0.10995574287564276,-0.16904610395431519,-0.11699807643890381,-0.09604917466640472
1277,-0.07539822368615504,-0.08089467883110046,-0.08094070106744766,-0.06344030052423477
1278,-0.03769911184307752,0.012747537344694138,-0.040404774248600006,-0.02742575854063034
1279,0.0031415926535897933,0.10741172730922699,0.003527078777551651,0.011323230341076851
1280,0.047123889803846894,0.19834697246551514,0.049181364476680756,0.051546595990657806
1281,0.09110618695410401,0.28103145956993103,0.09459985792636871,0.09165230393409729
1282,0.13194689145077132,0.3516506254673004,0.13786374032497406,0.13001635670661926
1283,0.16964600329384882,0.4074494540691376,0.17737212777137756,0.16525135934352875
1284,0.20106192982974677,0.4469029903411865,0.21201933920383453,0.1963849514722824
1285,0.2293362637120549,0.4697090983390808,0.24124014377593994,0.22291305661201477
1286,0.24818581963359368,0.47663843631744385,0.26492440700531006,0.24472513794898987
1287,0.26389378290154264,0.4692815840244293,0.28323549032211304,0.2619372010231018
1288,0.2701769682087222,0.4497314393520355,0.2963935434818268,0.2746965289115906
1289,0.2701769682087222,0.4202514588832855,0.3044884204864502,0.2830231785774231
1290,0.2701769682087222,0.38299041986465454,0.30737149715423584,0.2867344617843628
1291,0.2701769682087222,0.33979862928390503,0.3046489357948303,0.2854624390602112
1292,0.2701769682087222,0.29217100143432617,0.2957696318626404,0.2787401080131531
1293,0.26389378290154264,0.2413078397512436,0.2801837921142578,0.26611050963401794
1294,0.25446900494077324,0.18826130032539368,0.25754308700561523,0.24724282324314117
1295,0.23876104167282428,0.1341228187084198,0.22792093455791473,0.22208143770694733
1296,0.21362830044410594,0.08020202815532684,0.19203144311904907,0.19105492532253265
1297,0.18221237390820802,0.028148140758275986,0.15139755606651306,0.1552918553352356
1298,0.1445132620651305,-0.020034540444612503,0.10837524384260178,0.11672590672969818
1299,0.10367255756846318,-0.06210631877183914,0.06595023721456528,0.07799024134874344
1300,0.06283185307179587,-0.09584984183311462,0.02730220928788185,0.042078886181116104
1301,0.025132741228718346,-0.11942976713180542,-0.004771631211042404,0.011808082461357117
1302,-0.006283185307179587,-0.13178691267967224,-0.028422899544239044,-0.010836757719516754
1303,-0.025132741228718346,-0.13298946619033813,-0.0431637242436409,-0.02527463063597679
1304,-0.03769911184307752,-0.12447153031826019,-0.050034910440444946,-0.03254452347755432
1305,-0.03769911184307752,-0.10910755395889282,-0.051512762904167175,-0.03507445752620697
1306,-0.03769911184307752,-0.09108197689056396,-0.05118172615766525,-0.036212436854839325
1307,-0.03769911184307752,-0.0755278542637825,-0.0532168447971344,-0.03972738981246948
1308,-0.04084070449666732,-0.06793467700481415,-0.06174750626087189,-0.04932408779859543
1309,-0.053407075111026485,-0.07336701452732086,-0.08020896464586258,-0.06822509318590164
1310,-0.07853981633974483,-0.0955941379070282,-0.11080998182296753,-0.09884938597679138
1311,-0.11938052083641214,-0.13626216351985931,-0.1541658490896225,-0.14234766364097595
1312,-0.17278759594743864,-0.19425514340400696,-0.20891313254833221,-0.19782708585262299
1313,-0.2324778563656447,-0.265390545129776,-0.2712720036506653,-0.2617039978504181
1314,-0.30159289474462014,-0.34259799122810364,-0.33498549461364746,-0.3277221620082855
1315,-0.3612831551628262,-0.4166696071624756,-0.39195945858955383,-0.387525737285614
1316,-0.40840704496667307,-0.47749748826026917,-0.4335119426250458,-0.43147337436676025
1317,-0.4303981935418017,-0.5154925584793091,-0.45181015133857727,-0.4510384202003479
1318,-0.42411500823462206,-0.5227949619293213,-0.44082748889923096,-0.44159558415412903
1319,-0.3832743037379548,-0.4940459430217743,-0.3967249095439911,-0.40000781416893005
1320,-0.31101767270538955,-0.4267823398113251,-0.31805598735809326,-0.32371774315834045
1321,-0.20420352248333654,-0.32171687483787537,-0.20627903938293457,-0.2133457362651825
1322,-0.07225663103256524,-0.1831205040216446,-0.06685709953308105,-0.07450682669878006
1323,0.08168140899333463,-0.019258148968219757,0.0902043879032135,0.08199106156826019
1324,0.23876104167282428,0.15756408870220184,0.25113171339035034,0.2418918013572693
1325,0.38641589639154456,0.33198437094688416,0.40016427636146545,0.3907183110713959
1326,0.5089380098815465,0.4878508448600769,0.5220167636871338,0.5146504640579224
1327,0.5906194188748811,0.6110775470733643,0.6046805381774902,0.5992974042892456
1328,0.6283185307179586,0.691817045211792,0.640297532081604,0.6366934776306152
1329,0.6188937527571892,0.7251940965652466,0.626908540725708,0.6267169713973999
1330,0.562345084992573,0.7109435796737671,0.5694844722747803,0.5723353624343872
1331,0.47123889803846897,0.6528139114379883,0.47476083040237427,0.47985705733299255
1332,0.3518583772020568,0.5581897497177124,0.352407306432724,0.3595584034919739
1333,0.21991148575128552,0.43770334124565125,0.21650849282741547,0.22514565289020538
1334,0.09110618695410401,0.30433210730552673,0.08349506556987762,0.09213808923959732
1335,-0.02199114857512855,0.17178237438201904,-0.03087209165096283,-0.02459511160850525
1336,-0.10367255756846318,0.0525069534778595,-0.11404287815093994,-0.11226773262023926
1337,-0.14765485471872028,-0.04397359490394592,-0.15854260325431824,-0.1608220636844635
1338,-0.15079644737231007,-0.11198455095291138,-0.16331206262111664,-0.16845203936100006
1339,-0.12252211349000193,-0.14987371861934662,-0.13325972855091095,-0.1415843665599823
1340,-0.06911503837897544,-0.1597568541765213,-0.0772676169872284,-0.08893653005361557
1341,0.0,-0.14699922502040863,-0.0067870840430259705,-0.020691048353910446
1342,0.06911503837897544,-0.11933967471122742,0.06520375609397888,0.0510840117931366
1343,0.1288052987971815,-0.08557239174842834,0.12602278590202332,0.11328552663326263
1344,0.16336281798666927,-0.053959257900714874,0.1653519719839096,0.15432122349739075
1345,0.16964600329384882,-0.030763670802116394,0.17695145308971405,0.1679331660270691
1346,0.15079644737231007,-0.019264426082372665,0.16089482605457306,0.15421852469444275
1347,0.10995574287564276,-0.019385792315006256,0.1222136989235878,0.11744233965873718
1348,0.053407075111026485,-0.027874566614627838,0.06809540092945099,0.06481563299894333
1349,-0.006283185307179587,-0.03891438990831375,0.008530139923095703,0.006131237372756004
1350,-0.06283185307179587,-0.04514683783054352,-0.045181289315223694,-0.04709726572036743
1351,-0.09738937226128358,-0.039048731327056885,-0.08220437169075012,-0.08327232301235199
1352,-0.10681415022205297,-0.014439895749092102,-0.09430620074272156,-0.0943354070186615
1353,-0.08482300164692441,0.03219105675816536,-0.07722514867782593,-0.07810971885919571
1354,-0.031415926535897934,0.10071747750043869,-0.031053811311721802,-0.03510765731334686
1355,0.04084070449666732,0.1868094801902771,0.03989269584417343,0.03199990838766098
1356,0.13194689145077132,0.281905859708786,0.12703347206115723,0.11605732142925262
1357,0.2261946710584651,0.37400853633880615,0.21790678799152374,0.20549902319908142
1358,0.31101767270538955,0.44944697618484497,0.29783082008361816,0.2857886552810669
1359,0.3675663404700058,0.4951944947242737,0.3526569902896881,0.3410825729370117
1360,0.38641589639154456,0.500857949256897,0.3704744279384613,0.3596310317516327
1361,0.3581415625092364,0.45978257060050964,0.34495458006858826,0.3359091579914093
1362,0.289026524130261,0.3695477545261383,0.2760055959224701,0.26824331283569336
1363,0.17278759594743864,0.23254552483558655,0.16474367678165436,0.15927429497241974
1364,0.025132741228718346,0.056959036737680435,0.01861078292131424,0.01701653003692627
1365,-0.1413716694115407,-0.14241516590118408,-0.14793074131011963,-0.14475326240062714
1366,-0.31101767270538955,-0.3448624312877655,-0.31610578298568726,-0.30801478028297424
1367,-0.4618141200776996,-0.5270531177520752,-0.4655379056930542,-0.4540940225124359
1368,-0.5749114556069321,-0.6680195331573486,-0.5775232315063477,-0.566008448600769
1369,-0.637743308678728,-0.7529287338256836,-0.6376966238021851,-0.6270034313201904
1370,-0.6408849013323178,-0.7737414836883545,-0.6374673843383789,-0.6277623176574707
1371,-0.5811946409141117,-0.727790117263794,-0.5754528045654297,-0.5673936605453491
1372,-0.4649557127312894,-0.6166067123413086,-0.45431962609291077,-0.4487231969833374
1373,-0.2984513020910304,-0.4461578130722046,-0.2808832824230194,-0.27867138385772705
1374,-0.09110618695410401,-0.22805017232894897,-0.06895727664232254,-0.07062478363513947
1375,0.13194689145077132,0.019587576389312744,0.1611524075269699,0.15480811893939972
1376,0.3581415625092364,0.2731032967567444,0.38626980781555176,0.37388813495635986
1377,0.5529203070318035,0.5069267749786377,0.5841633081436157,0.5672061443328857
1378,0.7068583470577035,0.6985893249511719,0.7359664440155029,0.7176034450531006
1379,0.8011061266653973,0.8326280117034912,0.8286006450653076,0.8087805509567261
1380,0.8325220532012952,0.9015429019927979,0.8552947044372559,0.8365699052810669
1381,0.7979645340118074,0.9043188095092773,0.8173511028289795,0.8023766279220581
1382,0.7099999397112933,0.8445963859558105,0.7207752466201782,0.7103145122528076
1383,0.5749114556069321,0.7298959493637085,0.5740076303482056,0.5688358545303345
1384,0.40212385965949354,0.5715005397796631,0.3906421661376953,0.39078086614608765
1385,0.21048670779051615,0.3838125765323639,0.18821033835411072,0.1929125338792801
1386,0.00942477796076938,0.18278414011001587,-0.014252964407205582,-0.006008591502904892
1387,-0.16964600329384882,-0.015921112149953842,-0.198653444647789,-0.18794581294059753
1388,-0.31730085801256913,-0.19834215939044952,-0.34986215829849243,-0.3378209173679352
1389,-0.42411500823462206,-0.3532528579235077,-0.45733338594436646,-0.4455679655075073
1390,-0.48380526865282814,-0.4730599820613861,-0.5166381597518921,-0.5060075521469116
1391,-0.4995132319207771,-0.5543296337127686,-0.5298576354980469,-0.520271897315979
1392,-0.47752208334564855,-0.5976036787033081,-0.5040160417556763,-0.49595412611961365
1393,-0.4303981935418017,-0.6066288948059082,-0.44868776202201843,-0.44249650835990906
1394,-0.36442474781641604,-0.5873253345489502,-0.3743886947631836,-0.3697843849658966
1395,-0.29216811678385074,-0.5466508865356445,-0.29178598523139954,-0.2884277403354645
1396,-0.21991148575128552,-0.49147525429725647,-0.2109178602695465,-0.20896793901920319
1397,-0.15707963267948966,-0.4276973307132721,-0.14027129113674164,-0.1400110125541687
1398,-0.10053096491487339,-0.35980644822120667,-0.08596885204315186,-0.08704975992441177
1399,-0.07539822368615504,-0.2908109724521637,-0.050702109932899475,-0.05268305540084839
1400,-0.06597344572538566,-0.22231480479240417,-0.0330805703997612,-0.0358525887131691
1401,-0.06597344572538566,-0.15468181669712067,-0.028978928923606873,-0.0322771891951561
1402,-0.06597344572538566,-0.08738850802183151,-0.03255011886358261,-0.03617238253355026
1403,-0.06597344572538566,-0.019568663090467453,-0.03781461715698242,-0.04157102108001709
1404,-0.06283185307179587,0.04942146688699722,-0.0395156592130661,-0.04331047087907791
1405,-0.05654866776461628,0.11958066374063492,-0.03350534290075302,-0.03769867867231369
1406,-0.03769911184307752,0.19000977277755737,-0.01714751124382019,-0.02257777750492096
1407,-0.006283185307179587,0.2588120698928833,0.010427678003907204,0.002962801605463028
1408,0.03455751918948772,0.3231712281703949,0.04830559343099594,0.03852982074022293
1409,0.08168140899333463,0.3796260356903076,0.09395241737365723,0.08215160667896271
1410,0.1350884841043611,0.42449015378952026,0.14351245760917664,0.13034158945083618
1411,0.18849555921538758,0.4543215334415436,0.19228261709213257,0.17852431535720825
1412,0.23561944901923448,0.4663470387458801,0.23535628616809845,0.22165626287460327
1413,0.2701769682087222,0.4587820768356323,0.26834243535995483,0.2550513446331024
1414,0.29216811678385074,0.4310157001018524,0.2880181670188904,0.27533581852912903
1415,0.29530970943744056,0.38367074728012085,0.2927298843860626,0.28104299306869507
1416,0.2827433388230814,0.31857287883758545,0.28236985206604004,0.27234432101249695
1417,0.257610597594363,0.23866580426692963,0.2579275965690613,0.2502666711807251
1418,0.21991148575128552,0.14787723124027252,0.2209414392709732,0.21620267629623413
1419,0.16964600329384882,0.050919558852910995,0.17335614562034607,0.17194440960884094
1420,0.10995574287564276,-0.04698239266872406,0.11779226362705231,0.11988493800163269
1421,0.047123889803846894,-0.14042291045188904,0.05770136043429375,0.06307603418827057
1422,-0.015707963267948967,-0.2241765558719635,-0.002845596522092819,0.00512249581515789
1423,-0.07225663103256524,-0.29355061054229736,-0.05958513915538788,-0.05001470446586609
1424,-0.12252211349000193,-0.34467923641204834,-0.10852059721946716,-0.09829577803611755
1425,-0.16336281798666927,-0.3747151494026184,-0.14632582664489746,-0.13599447906017303
1426,-0.18221237390820802,-0.381903737783432,-0.17063169181346893,-0.16028928756713867
1427,-0.18849555921538758,-0.36556461453437805,-0.18013226985931396,-0.16996261477470398
1428,-0.1759291886010284,-0.3260337710380554,-0.1744994819164276,-0.16551192104816437
1429,-0.15393804002589986,-0.26461532711982727,-0.15418285131454468,-0.14815181493759155
1430,-0.11938052083641214,-0.18357467651367188,-0.12023162841796875,-0.11874347925186157
1431,-0.07225663103256524,-0.08617793768644333,-0.07424653321504593,-0.07791416347026825
1432,-0.015707963267948967,0.02325061894953251,-0.018460094928741455,-0.02692773938179016
1433,0.047123889803846894,0.1393141746520996,0.04414888843894005,0.03180546313524246
1434,0.11623892818282235,0.25565749406814575,0.1098129153251648,0.09480318427085876
1435,0.1790707812546182,0.36528217792510986,0.17408932745456696,0.15776889026165009
1436,0.23876104167282428,0.4610786437988281,0.23218560218811035,0.21585620939731598
1437,0.28588493147667116,0.5364844799041748,0.27946722507476807,0.2640702724456787
1438,0.31730085801256913,0.5861009359359741,0.3120311200618744,0.2980409264564514
1439,0.32672563597333854,0.6061128377914429,0.3272351622581482,0.31505635380744934
1440,0.3204424506661589,0.5944696664810181,0.32406118512153625,0.31442737579345703
1441,0.29530970943744056,0.5509141683578491,0.3030465543270111,0.29670071601867676
1442,0.257610597594363,0.47697269916534424,0.2656276822090149,0.2628445029258728
1443,0.20106192982974677,0.3759797513484955,0.21368339657783508,0.2143748253583908
1444,0.13823007675795088,0.25312286615371704,0.15000322461128235,0.1539166420698166
1445,0.06597344572538566,0.11543590575456619,0.07886680960655212,0.08543871343135834
1446,-0.006283185307179587,-0.028382055461406708,0.005927000194787979,0.014102157205343246
1447,-0.07539822368615504,-0.16845715045928955,-0.06246674805879593,-0.05410720407962799
1448,-0.13194689145077132,-0.2945988178253174,-0.12015275657176971,-0.11290548741817474
1449,-0.16964600329384882,-0.39740267395973206,-0.16204147040843964,-0.15641681849956512
1450,-0.18849555921538758,-0.4692927896976471,-0.18479971587657928,-0.1804126501083374
1451,-0.18849555921538758,-0.5051838159561157,-0.18712180852890015,-0.183840811252594
1452,-0.16650441064025903,-0.5026683807373047,-0.16954343020915985,-0.16845428943634033
1453,-0.13194689145077132,-0.4618961811065674,-0.13403315842151642,-0.1366112232208252
1454,-0.08168140899333463,-0.3853883147239685,-0.08368650823831558,-0.09046568721532822
1455,-0.01884955592153876,-0.27790579199790955,-0.022610396146774292,-0.032935112714767456
1456,0.05026548245743669,-0.14632993936538696,0.04418753460049629,0.031518545001745224
1457,0.11623892818282235,0.0005641095340251923,0.11108115315437317,0.097243532538414
1458,0.18221237390820802,0.15256398916244507,0.17230923473834991,0.158310204744339
1459,0.2324778563656447,0.29878634214401245,0.22266754508018494,0.2092665135860443
1460,0.2670353755551324,0.4287275969982147,0.2583070993423462,0.2458922415971756
1461,0.2827433388230814,0.5333998203277588,0.277258038520813,0.2660503387451172
1462,0.2827433388230814,0.6062232255935669,0.27955445647239685,0.2699418067932129
1463,0.2670353755551324,0.6434177160263062,0.2669633626937866,0.2594188153743744
1464,0.24190263432641407,0.6438888311386108,0.2421775609254837,0.23706503212451935
1465,0.20734511513692636,0.6088236570358276,0.20805135369300842,0.20569728314876556
1466,0.16650441064025903,0.5412219762802124,0.16741567850112915,0.168192520737648
1467,0.12252211349000193,0.4454702138900757,0.12310881167650223,0.12731988728046417
1468,0.07539822368615504,0.32697752118110657,0.07780013233423233,0.08551063388586044
1469,0.031415926535897934,0.19188344478607178,0.033660855144262314,0.04464402049779892
1470,-0.00942477796076938,0.046843092888593674,-0.007904421538114548,0.005887551233172417
1471,-0.047123889803846894,-0.10115908086299896,-0.046357862651348114,-0.030374236404895782
1472,-0.07853981633974483,-0.2450520098209381,-0.08195161819458008,-0.06446731835603714
1473,-0.10995574287564276,-0.3780369162559509,-0.1154947429895401,-0.0972052663564682
1474,-0.1413716694115407,-0.49404528737068176,-0.14801734685897827,-0.12957222759723663
1475,-0.17278759594743864,-0.5881903171539307,-0.18040935695171356,-0.1623763144016266
1476,-0.20106192982974677,-0.6570614576339722,-0.21309730410575867,-0.19592605531215668
1477,-0.2324778563656447,-0.6987558603286743,-0.24580293893814087,-0.22978085279464722
1478,-0.257610597594363,-0.7126760482788086,-0.27741411328315735,-0.26262176036834717
1479,-0.2796017461694916,-0.6992250680923462,-0.30599245429039,-0.2922877073287964
