model,prediction_rmse_rad,prediction_rmse_deg,simulation_rmse_rad,simulation_rmse_deg
simple NARX ANN,0.04261698792067316,2.441773543414582,0.2815168742524993,16.129728756383322
advanced LSTM ANN,0.008325023348701891,0.47698870222848583,0.043547263345584356,2.495074399046733
