sample,measured_angle,simple_narx_simulation,advanced_lstm_simulation
1370,-0.6408849013323178,-0.7737414836883545,-0.6280888319015503
1371,-0.5811946409141117,-0.727790117263794,-0.5689030885696411
1372,-0.4649557127312894,-0.6166067123413086,-0.4501948356628418
1373,-0.2984513020910304,-0.4461578130722046,-0.2795215845108032
1374,-0.09110618695410401,-0.22805017232894897,-0.0710069090127945
1375,0.13194689145077132,0.019587576389312744,0.15589025616645813
1376,0.3581415625092364,0.2731032967567444,0.37827232480049133
1377,0.5529203070318035,0.5069267749786377,0.5734673738479614
1378,0.7068583470577035,0.6985893249511719,0.724366307258606
1379,0.8011061266653973,0.8326280117034912,0.8167541027069092
1380,0.8325220532012952,0.9015429019927979,0.8434714078903198
1381,0.7979645340118074,0.9043188095092773,0.8075834512710571
1382,0.7099999397112933,0.8445963859558105,0.7137655019760132
1383,0.5749114556069321,0.7298959493637085,0.5702613592147827
1384,0.40212385965949354,0.5715005397796631,0.3902783989906311
1385,0.21048670779051615,0.3838125765323639,0.1910393238067627
1386,0.00942477796076938,0.18278414011001587,-0.008468542248010635
1387,-0.16964600329384882,-0.015921112149953842,-0.19003450870513916
1388,-0.31730085801256913,-0.19834215939044952,-0.33920496702194214
1389,-0.42411500823462206,-0.3532528579235077,-0.4460565447807312
1390,-0.48380526865282814,-0.4730599820613861,-0.5044934749603271
1391,-0.4995132319207771,-0.5543296337127686,-0.5178604125976562
1392,-0.47752208334564855,-0.5976036787033081,-0.4935471713542938
1393,-0.4303981935418017,-0.6066288948059082,-0.4401209056377411
1394,-0.36442474781641604,-0.5873253345489502,-0.3677945137023926
1395,-0.29216811678385074,-0.5466508865356445,-0.2872413694858551
1396,-0.21991148575128552,-0.49147525429725647,-0.20847441256046295
1397,-0.15707963267948966,-0.4276973307132721,-0.14007805287837982
1398,-0.10053096491487339,-0.35980644822120667,-0.08855404704809189
1399,-0.07539822368615504,-0.2908109724521637,-0.056619130074977875
1400,-0.06597344572538566,-0.22231480479240417,-0.04198949784040451
1401,-0.06597344572538566,-0.15468181669712067,-0.039579086005687714
1402,-0.06597344572538566,-0.08738850802183151,-0.04335062950849533
1403,-0.06597344572538566,-0.019568663090467453,-0.04747879505157471
1404,-0.06283185307179587,0.04942146688699722,-0.04731600731611252
1405,-0.05654866776461628,0.11958066374063492,-0.039998047053813934
1406,-0.03769911184307752,0.19000977277755737,-0.024168506264686584
1407,-0.006283185307179587,0.2588120698928833,0.0010162554681301117
1408,0.03455751918948772,0.3231712281703949,0.03605864197015762
1409,0.08168140899333463,0.3796260356903076,0.07984503358602524
1410,0.1350884841043611,0.42449015378952026,0.12890109419822693
1411,0.18849555921538758,0.4543215334415436,0.17841430008411407
1412,0.23561944901923448,0.4663470387458801,0.22320213913917542
1413,0.2701769682087222,0.4587820768356323,0.2582082748413086
1414,0.29216811678385074,0.4310157001018524,0.27945876121520996
1415,0.29530970943744056,0.38367074728012085,0.28532588481903076
1416,0.2827433388230814,0.31857287883758545,0.2766059637069702
1417,0.257610597594363,0.23866580426692963,0.2549411952495575
1418,0.21991148575128552,0.14787723124027252,0.22167392075061798
1419,0.16964600329384882,0.050919558852910995,0.17812827229499817
1420,0.10995574287564276,-0.04698239266872406,0.12627524137496948
1421,0.047123889803846894,-0.14042291045188904,0.06902529299259186
1422,-0.015707963267948967,-0.2241765558719635,0.010153865441679955
1423,-0.07225663103256524,-0.29355061054229736,-0.04603325575590134
1424,-0.12252211349000193,-0.34467923641204834,-0.09516751766204834
1425,-0.16336281798666927,-0.3747151494026184,-0.13320201635360718
1426,-0.18221237390820802,-0.381903737783432,-0.15701013803482056
1427,-0.18849555921538758,-0.36556461453437805,-0.16556385159492493
1428,-0.1759291886010284,-0.3260337710380554,-0.16025656461715698
1429,-0.15393804002589986,-0.26461532711982727,-0.14304369688034058
1430,-0.11938052083641214,-0.18357467651367188,-0.11466065049171448
1431,-0.07225663103256524,-0.08617793768644333,-0.07508441060781479
1432,-0.015707963267948967,0.02325061894953251,-0.024999957531690598
1433,0.047123889803846894,0.1393141746520996,0.03346862643957138
1434,0.11623892818282235,0.25565749406814575,0.09684020280838013
1435,0.1790707812546182,0.36528217792510986,0.16067060828208923
1436,0.23876104167282428,0.4610786437988281,0.21995806694030762
1437,0.28588493147667116,0.5364844799041748,0.26947858929634094
1438,0.31730085801256913,0.5861009359359741,0.3043424189090729
1439,0.32672563597333854,0.6061128377914429,0.321266770362854
1440,0.3204424506661589,0.5944696664810181,0.3198416829109192
1441,0.29530970943744056,0.5509141683578491,0.30150696635246277
1442,0.257610597594363,0.47697269916534424,0.26750969886779785
1443,0.20106192982974677,0.3759797513484955,0.2189553827047348
1444,0.13823007675795088,0.25312286615371704,0.15801715850830078
1445,0.06597344572538566,0.11543590575456619,0.08853686600923538
1446,-0.006283185307179587,-0.028382055461406708,0.01590186171233654
1447,-0.07539822368615504,-0.16845715045928955,-0.05350909382104874
1448,-0.13194689145077132,-0.2945988178253174,-0.11310754716396332
1449,-0.16964600329384882,-0.39740267395973206,-0.15668655931949615
1450,-0.18849555921538758,-0.4692927896976471,-0.17973405122756958
1451,-0.18849555921538758,-0.5051838159561157,-0.18191935122013092
1452,-0.16650441064025903,-0.5026683807373047,-0.16589044034481049
1453,-0.13194689145077132,-0.4618961811065674,-0.1335856020450592
1454,-0.08168140899333463,-0.3853883147239685,-0.08652079850435257
1455,-0.01884955592153876,-0.27790579199790955,-0.027710072696208954
1456,0.05026548245743669,-0.14632993936538696,0.038156334310770035
1457,0.11623892818282235,0.0005641095340251923,0.10534951835870743
1458,0.18221237390820802,0.15256398916244507,0.1677434742450714
1459,0.2324778563656447,0.29878634214401245,0.2195780873298645
1460,0.2670353755551324,0.4287275969982147,0.25627046823501587
1461,0.2827433388230814,0.5333998203277588,0.27542227506637573
1462,0.2827433388230814,0.6062232255935669,0.2776222229003906
1463,0.2670353755551324,0.6434177160263062,0.2655946612358093
1464,0.24190263432641407,0.6438888311386108,0.24241240322589874
1465,0.20734511513692636,0.6088236570358276,0.21076832711696625
1466,0.16650441064025903,0.5412219762802124,0.17316211760044098
1467,0.12252211349000193,0.4454702138900757,0.13203206658363342
1468,0.07539822368615504,0.32697752118110657,0.08968284726142883
1469,0.031415926535897934,0.19188344478607178,0.048147596418857574
1470,-0.00942477796076938,0.046843092888593674,0.008874306455254555
1471,-0.047123889803846894,-0.10115908086299896,-0.027575649321079254
1472,-0.07853981633974483,-0.2450520098209381,-0.061458341777324677
1473,-0.10995574287564276,-0.3780369162559509,-0.09356135129928589
1474,-0.1413716694115407,-0.49404528737068176,-0.12489598989486694
1475,-0.17278759594743864,-0.5881903171539307,-0.15636231005191803
1476,-0.20106192982974677,-0.6570614576339722,-0.18840602040290833
1477,-0.2324778563656447,-0.6987558603286743,-0.22072580456733704
1478,-0.257610597594363,-0.7126760482788086,-0.2520875334739685
1479,-0.2796017461694916,-0.6992250680923462,-0.2803037166595459
1480,-0.2984513020910304,-0.6595301628112793,-0.3024570941925049
1481,-0.3047344873982099,-0.5952507257461548,-0.3155463635921478
1482,-0.30159289474462014,-0.5084718465805054,-0.3175496459007263
1483,-0.289026524130261,-0.4016704559326172,-0.30763834714889526
1484,-0.2670353755551324,-0.27775606513023376,-0.28430211544036865
1485,-0.2261946710584651,-0.14020134508609772,-0.24423566460609436
1486,-0.16964600329384882,0.0067484136670827866,-0.18468499183654785
1487,-0.09424777960769379,0.1578521579504013,-0.10561531782150269
1488,-0.0031415926535897933,0.3067813515663147,-0.009412027895450592
1489,0.10053096491487339,0.4463203549385071,0.09964825958013535
1490,0.21048670779051615,0.56892991065979,0.21531718969345093
1491,0.31730085801256913,0.6675528287887573,0.3296206593513489
1492,0.4178318229274425,0.7363789081573486,0.433905690908432
1493,0.4995132319207771,0.7713050842285156,0.5198546648025513
1494,0.5592034923389833,0.7700231075286865,0.5791224241256714
1495,0.5843362335677015,0.731881856918335,0.6049177646636963
1496,0.5749114556069321,0.6577249765396118,0.5961599349975586
1497,0.5183627878423158,0.5498262643814087,0.5533726215362549
1498,0.4366813788489812,0.41196390986442566,0.47632846236228943
1499,0.32672563597333854,0.24962961673736572,0.36685261130332947
1500,0.19477874452256716,0.07031387090682983,0.23010322451591492
1501,0.047123889803846894,-0.1163182407617569,0.07434104382991791
1502,-0.10995574287564276,-0.29867544770240784,-0.0894668698310852
1503,-0.25446900494077324,-0.46419021487236023,-0.2484639585018158
1504,-0.38641589639154456,-0.6009025573730469,-0.39032891392707825
1505,-0.4932300466135975,-0.6990901231765747,-0.5057865381240845
1506,-0.562345084992573,-0.7521976232528687,-0.5847223997116089
1507,-0.5906194188748811,-0.7568153142929077,-0.6180645227432251
1508,-0.5749114556069321,-0.7121435403823853,-0.6061044931411743
1509,-0.5120796025351363,-0.6195521354675293,-0.5490856170654297
1510,-0.41154863762026295,-0.48251214623451233,-0.44819873571395874
1511,-0.2701769682087222,-0.30686312913894653,-0.3078068792819977
1512,-0.10367255756846318,-0.10129450261592865,-0.13562513887882233
1513,0.07853981633974483,0.1221856027841568,0.05709220468997955
1514,0.2670353755551324,0.3482992351055145,0.2559729218482971
1515,0.4429645641561608,0.559722900390625,0.4450191259384155
1516,0.5969026041820608,0.7396775484085083,0.6097021102905273
1517,0.713141532364883,0.8749434947967529,0.7399605512619019
1518,0.7916813487046279,0.9576547145843506,0.8268873691558838
1519,0.819955682586936,0.9851093292236328,0.8637106418609619
1520,0.8042477193189871,0.9584755897521973,0.8526498079299927
1521,0.7476990515543708,0.8817135095596313,0.7967571020126343
1522,0.6534512719466771,0.7610906362533569,0.6991410255432129
1523,0.5309291584566751,0.6048535108566284,0.5658541917800903
1524,0.38013271108436497,0.42276766896247864,0.4057919979095459
1525,0.21676989309769573,0.22561852633953094,0.22978350520133972
1526,0.05026548245743669,0.024707401171326637,0.04986926168203354
1527,-0.10681415022205297,-0.16880281269550323,-0.12156161665916443
1528,-0.24818581963359368,-0.34474021196365356,-0.2742198705673218
1529,-0.36442474781641604,-0.49481114745140076,-0.40208831429481506
1530,-0.45553093477052,-0.6133027076721191,-0.5018020868301392
1531,-0.5183627878423158,-0.6973943710327148,-0.5708938837051392
1532,-0.5592034923389833,-0.746930718421936,-0.6102526187896729
1533,-0.5749114556069321,-0.7637088298797607,-0.6251569986343384
1534,-0.5749114556069321,-0.7505390644073486,-0.6204755306243896
1535,-0.5592034923389833,-0.7103705406188965,-0.5985424518585205
1536,-0.5309291584566751,-0.6456588506698608,-0.5598124265670776
1537,-0.4900884539600077,-0.5580534934997559,-0.503227949142456
1538,-0.4272566008882119,-0.44842997193336487,-0.42671942710876465
1539,-0.3424335992412874,-0.3172071576118469,-0.32840296626091003
1540,-0.23561944901923448,-0.1648961901664734,-0.2073378562927246
1541,-0.10681415022205297,0.007082104682922363,-0.06329098343849182
1542,0.05026548245743669,0.19526465237140656,0.10221276432275772
1543,0.2293362637120549,0.3929252624511719,0.28427115082740784
1544,0.4146902302738527,0.5893597602844238,0.4740874171257019
1545,0.6063273821428301,0.7704603672027588,0.6594933271408081
1546,0.7791149780902686,0.9209561347961426,0.8276982307434082
1547,0.9299114254625788,1.0274301767349243,0.9699405431747437
1548,1.046150353645401,1.0803070068359375,1.0763174295425415
1549,1.1121237993707869,1.0739326477050781,1.130320429801941
1550,1.1184069846779665,1.0057103633880615,1.1267049312591553
1551,1.0618583169133502,0.8756357431411743,1.059180736541748
1552,0.9361946107697584,0.6864501237869263,0.9215999841690063
1553,0.7414158662471911,0.44418129324913025,0.7133252620697021
1554,0.47438049069205873,0.15949885547161102,0.44087985157966614
1555,0.16650441064025903,-0.1500004678964615,0.12064717710018158
1556,-0.1759291886010284,-0.45852571725845337,-0.22373467683792114
1557,-0.5183627878423158,-0.7353286743164062,-0.5675785541534424
1558,-0.8388052385084748,-0.9529592990875244,-0.8824005126953125
1559,-1.124690169985146,-1.094632863998413,-1.146022081375122
1560,-1.335176877775662,-1.1546077728271484,-1.3514626026153564
1561,-1.4734069545336128,-1.1335773468017578,-1.4866678714752197
1562,-1.5362388076054088,-1.035504937171936,-1.5481432676315308
1563,-1.5205308443374599,-0.8677012920379639,-1.53115713596344
1564,-1.426283064729766,-0.6410626173019409,-1.43235445022583
1565,-1.2534954687823274,-0.3698728382587433,-1.251761794090271
1566,-0.9958848711879644,-0.07272251695394516,-0.9941693544387817
1567,-0.6817256058289851,0.2268604338169098,-0.6695386171340942
1568,-0.3078760800517997,0.5026259422302246,-0.29387587308883667
1569,0.0879645943005142,0.7306737899780273,0.10621149092912674
1570,0.4618141200776996,0.8941900730133057,0.49403324723243713
1571,0.8011061266653973,0.9848126173019409,0.8378289937973022
1572,1.0744246875277093,1.000822901725769,1.1115576028823853
1573,1.2660618393966865,0.9447488784790039,1.3013768196105957
1574,1.3697343969651496,0.8223026990890503,1.402142882347107
1575,1.3823007675795091,0.642308235168457,1.4099795818328857
1576,1.303760951239764,0.4167211353778839,1.3252135515213013
1577,1.1372565405995052,0.160785511136055,1.1519265174865723
1578,0.8984954989266809,-0.10677632689476013,0.8971878290176392
1579,0.5686282702997526,-0.36459752917289734,0.5748378038406372
1580,0.21048670779051615,-0.59130859375,0.20760506391525269
1581,-0.15707963267948966,-0.7692173719406128,-0.17386937141418457
1582,-0.5057964172279567,-0.8870029449462891,-0.5363738536834717
1583,-0.8168140899333461,-0.9399110078811646,-0.8470008373260498
1584,-1.0555751316061706,-0.9280506372451782,-1.0892009735107422
1585,-1.21579635693925,-0.8546737432479858,-1.2532309293746948
1586,-1.2943361732789946,-0.7254736423492432,-1.3342686891555786
1587,-1.291194580625405,-0.5485720634460449,-1.3310182094573975
1588,-1.2032299863248908,-0.33469587564468384,-1.2425776720046997
1589,-1.033583983031042,-0.09741666913032532,-1.072211503982544
1590,-0.7948229413582177,0.14685149490833282,-0.8285094499588013
1591,-0.4995132319207771,0.3797515630722046,-0.5253198146820068
1592,-0.15707963267948966,0.5831595659255981,-0.1815444827079773
1593,0.18535396656179778,0.7420617341995239,0.17532218992710114
1594,0.5120796025351363,0.8467187881469727,0.5124145150184631
1595,0.7853981633974483,0.8930705785751343,0.8020921945571899
1596,1.002168056495144,0.8817293643951416,1.025266170501709
1597,1.140398133253095,0.8168145418167114,1.1727986335754395
1598,1.200088393671301,0.7053612470626831,1.2402887344360352
1599,1.184380430403352,0.5570845603942871,1.2296744585037231
1600,1.0995574287564276,0.3840263783931732,1.1455605030059814
1601,0.9550441666912971,0.19993700087070465,0.9958381652832031
1602,0.7508406442079605,0.01939600333571434,0.7919241189956665
1603,0.5183627878423158,-0.1433946043252945,0.5494952201843262
1604,0.2670353755551324,-0.27608051896095276,0.2884330153465271
1605,0.02199114857512855,-0.36945486068725586,0.0310338344424963
1606,-0.20106192982974677,-0.418093740940094,-0.2007674276828766
1607,-0.37699111843077515,-0.4202951192855835,-0.3889842927455902
1608,-0.4932300466135975,-0.3776923716068268,-0.5194805860519409
1609,-0.5497787143782138,-0.29485899209976196,-0.5826820135116577
1610,-0.5403539364174444,-0.17895354330539703,-0.5815831422805786
1611,-0.47438049069205873,-0.03931703418493271,-0.5200722217559814
1612,-0.3581415625092364,0.11304683983325958,-0.4057677090167999
1613,-0.20734511513692636,0.2661839425563812,-0.2501765787601471
1614,-0.02827433388230814,0.40816351771354675,-0.0677453950047493
1615,0.15079644737231007,0.5282175540924072,0.12472613900899887
1616,0.3204424506661589,0.6177297830581665,0.3089185357093811
1617,0.4649557127312894,0.6707490682601929,0.4673769176006317
1618,0.5749114556069321,0.6839590072631836,0.5871627330780029
1619,0.6346017160251383,0.6563097238540649,0.6567378044128418
1620,0.637743308678728,0.5886225700378418,0.6703777313232422
1621,0.5906194188748811,0.48339518904685974,0.6300232410430908
1622,0.49637163926718736,0.34489867091178894,0.5381203889846802
1623,0.3581415625092364,0.17951899766921997,0.39950981736183167
1624,0.18535396656179778,-0.0038615837693214417,0.2236766219139099
1625,-0.006283185307179587,-0.19377893209457397,0.024372126907110214
1626,-0.19792033717615698,-0.3767581582069397,-0.18175965547561646
1627,-0.3832743037379548,-0.5387216806411743,-0.37624773383140564
1628,-0.5403539364174444,-0.6669672727584839,-0.5424251556396484
1629,-0.6534512719466771,-0.7519239187240601,-0.6690510511398315
1630,-0.7194247176720626,-0.7879091501235962,-0.7429518699645996
1631,-0.7288494956328321,-0.7728631496429443,-0.7601655721664429
1632,-0.6848671984825748,-0.7077653408050537,-0.7214229106903076
1633,-0.5906194188748811,-0.596373438835144,-0.6283061504364014
1634,-0.44924774946334045,-0.44536054134368896,-0.48687902092933655
1635,-0.27646015351590175,-0.26456359028816223,-0.30758899450302124
1636,-0.08168140899333463,-0.0670023262500763,-0.10543262958526611
1637,0.11309733552923255,0.13168394565582275,0.10065178573131561
1638,0.29216811678385074,0.3147049844264984,0.29037758708000183
1639,0.4366813788489812,0.4664013683795929,0.44621583819389343
1640,0.5309291584566751,0.5745443105697632,0.5536081790924072
1641,0.5717698629533423,0.631644606590271,0.601536750793457
1642,0.5529203070318035,0.6350057125091553,0.5899466276168823
1643,0.48694686130641796,0.5861618518829346,0.5236279964447021
1644,0.37699111843077515,0.490437388420105,0.40978145599365234
1645,0.2293362637120549,0.3567439615726471,0.26016220450401306
1646,0.06597344572538566,0.19720742106437683,0.09070535004138947
1647,-0.09424777960769379,0.026258043944835663,-0.08047603815793991
1648,-0.23561944901923448,-0.14082852005958557,-0.2356448769569397
1649,-0.3455751918948773,-0.28967633843421936,-0.3602699935436249
1650,-0.4178318229274425,-0.40845316648483276,-0.4414597153663635
1651,-0.43982297150257105,-0.48901864886283875,-0.473093718290329
1652,-0.4178318229274425,-0.5273380279541016,-0.45826712250709534
1653,-0.3581415625092364,-0.5232547521591187,-0.40091970562934875
1654,-0.26389378290154264,-0.47995540499687195,-0.3080677390098572
1655,-0.15393804002589986,-0.40337350964546204,-0.1899421215057373
1656,-0.031415926535897934,-0.30153709650039673,-0.05877409875392914
1657,0.08482300164692441,-0.18380245566368103,0.07223857939243317
1658,0.1916371518689774,-0.060045331716537476,0.19020052254199982
1659,0.273318560862312,0.06007037311792374,0.28351259231567383
1660,0.3204424506661589,0.16773313283920288,0.34295639395713806
1661,0.3361504139341079,0.25557082891464233,0.36473318934440613
1662,0.3141592653589793,0.31812065839767456,0.35100191831588745
1663,0.2701769682087222,0.3520674407482147,0.3053476810455322
1664,0.19792033717615698,0.3562365174293518,0.23189698159694672
1665,0.10995574287564276,0.3314487040042877,0.1369890570640564
1666,0.00942477796076938,0.280357301235199,0.02924608811736107
1667,-0.09110618695410401,0.20732709765434265,-0.08154770731925964
1668,-0.18535396656179778,0.1183447539806366,-0.18537569046020508
1669,-0.257610597594363,0.020879104733467102,-0.27263250946998596
1670,-0.31101767270538955,-0.07642894983291626,-0.33386069536209106
1671,-0.3298672286269283,-0.16431279480457306,-0.3610473573207855
1672,-0.31730085801256913,-0.23360997438430786,-0.35260531306266785
1673,-0.2701769682087222,-0.27604278922080994,-0.3083910346031189
1674,-0.1916371518689774,-0.28493914008140564,-0.22753289341926575
1675,-0.08168140899333463,-0.2558632791042328,-0.11166059970855713
1676,0.05654866776461628,-0.18720321357250214,0.03419937565922737
1677,0.21048670779051615,-0.08078517764806747,0.20132486522197723
1678,0.3738495257771854,0.05750845745205879,0.3772033154964447
1679,0.5309291584566751,0.2173672616481781,0.5466064214706421
1680,0.669159235214626,0.3844245374202728,0.6951166391372681
1681,0.7759733854366789,0.5418297052383423,0.8117074966430664
1682,0.8388052385084748,0.6728959083557129,0.8825124502182007
1683,0.8513716091228339,0.7638485431671143,0.8982634544372559
1684,0.8105309046261666,0.8054461479187012,0.8583639860153198
1685,0.7162831250184728,0.7931110858917236,0.7612217664718628
1686,0.5717698629533423,0.7263327836990356,0.6086064577102661
1687,0.3832743037379548,0.6083246469497681,0.40854474902153015
1688,0.15707963267948966,0.44626685976982117,0.17576095461845398
1689,-0.07225663103256524,0.251763254404068,-0.06985381245613098
1690,-0.289026524130261,0.040747374296188354,-0.30555105209350586
1691,-0.48380526865282814,-0.16789311170578003,-0.5090919733047485
1692,-0.6283185307179586,-0.3550530970096588,-0.664556622505188
1693,-0.713141532364883,-0.5045760869979858,-0.7564048767089844
1694,-0.7319910882864218,-0.6054685115814209,-0.7813774347305298
1695,-0.6880087911361648,-0.652445912361145,-0.7406667470932007
1696,-0.5874778262212914,-0.6452771425247192,-0.6381243467330933
1697,-0.43982297150257105,-0.587935209274292,-0.48346635699272156
1698,-0.2607521902479529,-0.48806527256965637,-0.2911902070045471
1699,-0.05969026041820607,-0.3564779758453369,-0.0799993947148323
1700,0.13823007675795088,-0.20615169405937195,0.1287611871957779
1701,0.3078760800517997,-0.05070360004901886,0.3146785795688629
1702,0.43982297150257105,0.09718341380357742,0.46178239583969116
1703,0.5246459731494955,0.22691556811332703,0.5580499172210693
1704,0.5560618996853934,0.3306528925895691,0.5974611043930054
1705,0.5372123437638546,0.40362510085105896,0.5835800170898438
1706,0.47438049069205873,0.4441142976284027,0.5231737494468689
1707,0.38013271108436497,0.45303571224212646,0.4244228005409241
1708,0.2607521902479529,0.4331786632537842,0.298096239566803
1709,0.13194689145077132,0.3883071541786194,0.15665841102600098
1710,0.0031415926535897933,0.3223615288734436,0.012467887252569199
1711,-0.11938052083641214,0.23901782929897308,-0.12340906262397766
1712,-0.2261946710584651,0.14174646139144897,-0.24194324016571045
1713,-0.3078760800517997,0.034221101552248,-0.3376132547855377
1714,-0.3675663404700058,-0.079274483025074,-0.4071788489818573
1715,-0.40212385965949354,-0.19360962510108948,-0.4480508863925934
1716,-0.41154863762026295,-0.30266839265823364,-0.4617965519428253
1717,-0.40212385965949354,-0.39932921528816223,-0.45173805952072144
1718,-0.37070793312359557,-0.47573748230934143,-0.418442964553833
1719,-0.3204424506661589,-0.5239536762237549,-0.3608672618865967
1720,-0.24190263432641407,-0.5368366241455078,-0.2783900499343872
1721,-0.14765485471872028,-0.5089340209960938,-0.17133772373199463
1722,-0.03455751918948772,-0.4372442364692688,-0.04198906570672989
1723,0.09424777960769379,-0.3218993842601776,0.10425566881895065
1724,0.2324778563656447,-0.16695910692214966,0.2588907778263092
1725,0.37070793312359557,0.018631208688020706,0.4104793667793274
1726,0.49637163926718736,0.22035622596740723,0.5459702014923096
1727,0.5937610115284709,0.4186972677707672,0.6527554988861084
1728,0.6534512719466771,0.5918072462081909,0.715282678604126
1729,0.6628760499074464,0.719799280166626,0.7231501340866089
1730,0.6188937527571892,0.7883846759796143,0.6743655204772949
1731,0.5215043804959058,0.789839506149292,0.5665357112884521
1732,0.3675663404700058,0.7219196557998657,0.4016101062297821
1733,0.17278759594743864,0.5870555639266968,0.1892750859260559
1734,-0.05654866776461628,0.3931547701358795,-0.05343754589557648
1735,-0.29216811678385074,0.15531441569328308,-0.30432555079460144
1736,-0.5089380098815465,-0.10353703796863556,-0.5375745296478271
1737,-0.6880087911361648,-0.3550776541233063,-0.7305700778961182
1738,-0.8168140899333461,-0.5713635683059692,-0.8659224510192871
1739,-0.8765043503515523,-0.7311697006225586,-0.9299843311309814
1740,-0.8607963870836034,-0.8230044841766357,-0.9206064939498901
1741,-0.7696902001294993,-0.8439178466796875,-0.8366296291351318
1742,-0.6188937527571892,-0.7969220876693726,-0.6843305826187134
1743,-0.4209734155810323,-0.6898530721664429,-0.4773313105106354
1744,-0.18849555921538758,-0.5357866287231445,-0.2361707091331482
1745,0.047123889803846894,-0.3530716001987457,0.01217159628868103
1746,0.257610597594363,-0.1632179468870163,0.23879696428775787
1747,0.4209734155810323,0.013103792443871498,0.42054876685142517
1748,0.5215043804959058,0.15989059209823608,0.5389150381088257
1749,0.5497787143782138,0.2676798105239868,0.5841281414031982
1750,0.5120796025351363,0.33345285058021545,0.5607895851135254
1751,0.4209734155810323,0.35987982153892517,0.4800795018672943
1752,0.2984513020910304,0.3548317849636078,0.35849660634994507
1753,0.16022122533307945,0.33067113161087036,0.21817238628864288
1754,0.03455751918948772,0.30247700214385986,0.08386485278606415
1755,-0.05654866776461628,0.2852681279182434,-0.020191211253404617
1756,-0.09738937226128358,0.291069358587265,-0.07033390551805496
1757,-0.06911503837897544,0.3266223967075348,-0.06171393394470215
1758,0.015707963267948967,0.39199283719062805,0.00468079000711441
1759,0.14765485471872028,0.4801182150840759,0.12354276329278946
1760,0.3204424506661589,0.5776704549789429,0.2799259126186371
1761,0.5026548245743669,0.6676357984542847,0.4515792727470398
1762,0.6754424205218055,0.7329660654067993,0.6140502691268921
1763,0.8073893119725768,0.7596101760864258,0.7470411062240601
1764,0.8890707209659116,0.7379152774810791,0.8291758298873901
1765,0.9016370915802706,0.6628023386001587,0.8442647457122803
1766,0.8388052385084748,0.5336477756500244,0.7898225784301758
1767,0.6974335690969341,0.3544809818267822,0.6650673151016235
1768,0.48380526865282814,0.13486948609352112,0.4748102128505707
1769,0.2261946710584651,-0.10874298214912415,0.23275595903396606
1770,-0.06283185307179587,-0.35328131914138794,-0.039378345012664795
1771,-0.3518583772020568,-0.5731569528579712,-0.31618472933769226
1772,-0.6188937527571892,-0.7466739416122437,-0.5706925392150879
1773,-0.8325220532012952,-0.8600869178771973,-0.7808446884155273
1774,-0.986460093227195,-0.9074314832687378,-0.9332566261291504
1775,-1.0712830948741194,-0.888340950012207,-1.0159038305282593
1776,-1.080707872834889,-0.8065230846405029,-1.028265357017517
1777,-1.0210176124166828,-0.6694433689117432,-0.9704117774963379
1778,-0.8922123136195013,-0.48831191658973694,-0.8467795848846436
1779,-0.7005751617505239,-0.2778053879737854,-0.6663342714309692
1780,-0.45553093477052,-0.055273860692977905,-0.44204825162887573
1781,-0.19477874452256716,0.1608462929725647,-0.19111044704914093
1782,0.07539822368615504,0.3532063066959381,0.06502485275268555
1783,0.3204424506661589,0.5075942277908325,0.3032435476779938
1784,0.5309291584566751,0.6141955852508545,0.503984808921814
1785,0.6848671984825748,0.6678785085678101,0.653273344039917
1786,0.7728317927830891,0.6677910089492798,0.7389954328536987
1787,0.7916813487046279,0.6167292594909668,0.7576947212219238
1788,0.7476990515543708,0.5205520391464233,0.7137895822525024
1789,0.6440264939859076,0.38770297169685364,0.6127674579620361
1790,0.48694686130641796,0.2288358062505722,0.46363961696624756
1791,0.2984513020910304,0.05647526681423187,0.280239462852478
1792,0.09424777960769379,-0.11552616953849792,0.0801701694726944
1793,-0.10995574287564276,-0.27299362421035767,-0.11696724593639374
1794,-0.29530970943744056,-0.402813583612442,-0.2917390763759613
1795,-0.43982297150257105,-0.49428221583366394,-0.4277048408985138
1796,-0.5246459731494955,-0.5400044918060303,-0.5093135833740234
1797,-0.5529203070318035,-0.5361858606338501,-0.5313503742218018
1798,-0.5183627878423158,-0.48253151774406433,-0.495110422372818
1799,-0.42411500823462206,-0.38218584656715393,-0.40274354815483093
1800,-0.2827433388230814,-0.24194979667663574,-0.26218754053115845
1801,-0.10681415022205297,-0.07258649170398712,-0.08675218373537064
1802,0.09110618695410401,0.11129596084356308,0.10555438697338104
1803,0.2796017461694916,0.292292058467865,0.29340386390686035
1804,0.44610615680975063,0.4523215889930725,0.4557790160179138
1805,0.5686282702997526,0.5753093957901001,0.5745124816894531
1806,0.6346017160251383,0.6493778228759766,0.6333209276199341
1807,0.6346017160251383,0.6677401065826416,0.6275979280471802
1808,0.5717698629533423,0.6284780502319336,0.5597338676452637
1809,0.44924774946334045,0.5341535806655884,0.43488574028015137
1810,0.2827433388230814,0.3919234573841095,0.26388847827911377
1811,0.08168140899333463,0.2138950079679489,0.06382197141647339
1812,-0.12252211349000193,0.016823308542370796,-0.1438501626253128
1813,-0.31730085801256913,-0.17953720688819885,-0.33605721592903137
1814,-0.47752208334564855,-0.35530129075050354,-0.4931056797504425
1815,-0.5874778262212914,-0.49359413981437683,-0.5971212387084961
